movie,sentence,score
안녕하세요,"잔잔한 감동이 아닌뻔한 결말, 억지 감동이 살짝 아쉽네요.조금 더 다듬어 다음에는 더 멋진 영화기대할께요.",6
그대가 조국,진실은 대법원 판결이 진실이고 ㅋㅋ,1
범죄도시2,"시간 순삭! 잔인하지만 유머,액션,스토리짜임손석구 짱! ",10
더 컨트랙터,노력없이 얻은 돈과행운은 사기이거나 함정일 확률이 아주높다.,7
유체이탈자,뭔 내용인지 전혀 모르겠음.혹시나 싶어 끝까지 봤는데 최악의 영화..이거 보면 후회함 시간이 아깝다.비샨 배우들인데 영화는 최악임.,1
범죄도시2,와 진짜 개웃겨 보다가 사레 들렸어요,10
범죄도시2,미쳤습니다 걍 재미와 사이다를 같이,10
그대가 조국,왜보냐 이런걸 돈주고..,1
범죄도시2,마동석 특유의 액션 연기는 시원시원하고.. 믿음을 준다범죄도시2 정말 기다렸는데… 3도 얼른 만들어주세요..!!!!,10
그대가 조국,내가 제대로 알고있는게 맞는지 궁금해서 직접 관람 했다여전히 난 그들을 믿고 그들의 아픔을 함께 할것이다,10
나쁜 버릇,무너지기 직전의 여자들. 하지만 무너지지 않았다. ,10
범죄도시2,솔직히 뻔한 스토리일 것 같아 기대 안하고 봤는데 기대이상으로 재미있었어요~~ 원보다 좀 더 과격한 느낌이긴한데 적당히 재미도 있고 잘봤습니다 ㅎㅅㅎ,10
그대가 조국,별로였어요..ㅠㅠ안보는것이..,2
그대가 조국,검찰공화국꼭 봐야할 영화,10
그대가 조국,대한민국 국민이라면 의무적으로 관람해야한다 언제라도 나도 조국이 될 수 있는 검찰의 무소불위 권력의 무서움을 보았다 ,10
그대가 조국,"내키지 않는 마음으로, 같이 가는 사람에 대한 호의 정도로 여기고 보러 갔다. 가기 전까지는 조국사태에 대한 비난과 비판의 시선이 있던 나였기 때문이었다… 관람 후, 보러 간건 내게 축복이었다고 감히 말한다. 짧았던 나의 생각과 어리석음을 반성하고 새로운 진실에 대해 눈을 뜨는 계기가 되었기 때문이다.. 또한 내가 알고 있던 정의에 대해 다시 생각해보는 계기가 되었다.",10
범죄도시2,배우들 연기력도 진짜 두말 할 것 없이 몰입도 최고였구요 스토리도 너무 재밌고 중간중간 영화관에서 사람들 웃음바다 ㅋㅋㅋ 잔인한 장면 때문에 15세인게 의아했지만 무튼 존잼,10
범죄도시2,기대없이 봣는데 재밋엇음. 타이밍 빠른 간간한 웃음 포인트도 좋고 ㅎ 마동석 액숀이 넘 시원함!  영화관 나와서 계속 어퍼컷 하게됨 ㅎㅎㅎ ,10
그대가 조국,"완벽한 영화.. 소재,스토리,감동을 주는 영화 한 번만 본 게 아쉬워 두 번 보고 싶은 영화..검찰개혁은 반드시 필요하다. 검언유착,검경유착 반드시 뿌리뽑아야 한다. 조국이라는 인물을 품기엔 한국이라는 그릇이 너무 작다.. ",10
범죄도시2,통쾌하고 시원했습니다,9
닥터 스트레인지: 대혼돈의 멀티버스,기억이 안나요,8
범죄도시2,배우들 연기쵝오!!!스토리 탄탄하고  333꼭 나왓으면 좋겟어요오늘  오랫만에 영화보러 갔는데  자리 꽉찬거 실화입니까 ,10
쥬라기 리턴즈,돈아까워요ㅜㅜ평점보고 설마했는데... 진짜  실망도 이런실망이 ....,1
범죄도시2,프랜차이즈 액션 영화로 기대가 됨 너무 재밌게 봄,9
범죄도시2,막판에 버스 앞판 뚫고 나갈 때.. 영화 상영 중 돌아가셨던 모든 분들의 한이 풀리는 듯 했음. 굿굿!!,10
해리 포터와 죽음의 성물 - 1부,진짜 30까지 나왔으면 좋겠다 맨날 보게 ㅠㅠㅠㅠ  30화의 내용은 해리포터가 호그와트 교장이되면서 해피엔딩이 됐으면 좋겠더 ㅠㅠㅠ ,10
다크 나이트,인생 최고의 영화ㅜㅜ~~,10
범죄도시2,"와~~ 이말뿐이다. 보고 나오고 나서 바로 다시들어가서 보고싶은 영화는 첨이네,.,ㅎㅎ 완전 초강추 합니다 꼭 극장에서 보세요^^",10
범죄도시2,1편보다 재밌는 2편!!,10
범죄도시2,스토리 무난하고 중간중간 웃김!! 급전개인데 한국인이라 그런전개 나쁘지않음 ㅋㅋ 1편은 장첸이었다면 2편은 마형사랑 장이수가 돋보임 ,8
엘 시드,대하 드라마 전편 다 본 듯한 벅찬 느낌,10
미드웨이,교훈과 감동을 주네요~,10
그대가 조국,깨시민들께 추천합니다.,10
그대가 조국,검찰 언론 기득권 카르텔이 우리 사회에 어떻게 자리잡고 있는지 여실히 보여주었다. 깨어 있는 시민들이 이 악의 축을 무너뜨릴 것이다. ,10
불한당: 나쁜 놈들의 세상,재미나네  임시완연기잘하네,10
레미제라블,"증오의 삶을 벗어나 사랑을 배웠다 그는 성자, 성인. 조카와 코제트 코제트의 남자를 위해 희생한 삶 ",8
범죄도시2,마동석땜에 넘 재밋엇구 손석구 섹시함,10
범죄도시2,굿굿굿굿둣굿굿굿구입니다,10
범죄도시2,시원시원해서 좋았습니다한국인이 좋아하는 스토리 전개 아주 시원시원합니다,10
범죄도시2,대박날만합니다진짜다,10
이미테이션 게임,감동과 재미가있어요~,10
범죄도시2,갠적으로 1편보다 잼낫음,10
그대가 조국,"....,,.. .,..",1
범죄도시2,오늘 보고왔는데 영화가 깔끔하네요. 쓸데없는 스토리텔링없이 정말 군더더기 없이 깔끔합니다. 솔직히 헐리웃 영화보다 훨씬 나아요. 영화보고 스트레스 제대로 풀렸습니다. 코로나 이후 첫번째 천만영화각입니다.,10
작전명 D-DAY,어사일럼 사에서 이 정도 만들었으면 걸작이지. 역시 영화 완성도는 포기하고 보자... 2차대전 복장과 총만 볼만하다,2
원샷,기대감없이 봤는데 밀리터리 액션이 꽤 볼만합니다. 원테이크 촬영으로 현장감도 높였구요. 스토리가 아쉽지만 액션영화로는 만족합니다. ,8
범죄도시2,오늘 혼영했는데 다보고 난 느낌은 깔끔하다? 스토리가 재밌는데 무섭고 형사들 죽을까봐 조마조마 마지막은 유쾌한 ~~~~ 진짜 재밌었어요! 너무좋아서 시즌3나오면 또볼거예요!!,10
범죄도시2,올해 본 여러편의 마블영화보다 더 시원시원하고 더 슈퍼히어로같은 영화였어요. ,10
그대가 조국,세월호영화(그날바다)에 이어 또 하나의 쓰레기 영화..좌파들의 공작시작,1
범죄도시2,올해 본 여러편의 마블영화보다 더 시원시원하고 더 슈퍼히어로같은 영화였어요. ,10
범죄도시2,올해 본 여러편의 마블영화보다 더 시원시원하고 더 슈퍼히어로같은 영화였어요. ,10
호텔 뭄바이,종교에의 비이성적인 도취가 불러오는 테러와 죽음,10
공기살인,꼭 이겼으면 좋겠어요  임신중인데 영화보는 내내 가슴이 먹먹하고 아팠어요,10
그대가 조국,우리도 조국이 될 수 있다. ,10
그대가 조국,좌빨들만 보는 영화 ㅋㅋㅋㅋ,1
그대가 조국,보는내내 가슴이 먹먹하고 고통스러웠습니다.돌아오는 차안에서 욕이란 욕은 다 했습니다.진실은 반드시 승리할것입니다.,10
범죄도시2,전편못지 않은 마블리의 묵직한 한방!,10
그대가 조국,죄를 지었으면 벌을 받어,2
그대가 조국,민주국가에서 이런일이 일어날수 있다니 암담하고 한숨만 나옵니다..,10
그대가 조국,ㅋ ㅋ ㅋ ㅋ 40대 너거들이 인간이가,2
플립,잘봤습니다~!~~!,10
그대가 조국,그 진실이 밝혀진다꼭 알아야하는 올해의 영화,10
레고 배트맨 무비,게스트가 굉장히 빵빵해서 놀랍다. 다크나이트 다음 가는 배트맨 영화,8
범죄도시2,간만에 재미나게 봤어요~~~,10
범죄도시2,계속 시리즈 나와야 한다. 진짜 대박대박대박대박,10
그대가 조국,영혼 보내요~ 내로남불 화이팅,1
그대가 조국,누구도 말하지 못했던 검찰의 더러운 민낯을 보여주며 꼭지 돌게 하는 다큐,10
그대가 조국,뭔 이런 되도 않는 내용으로 영화를 만들지..? 본인은 깨끗한척 뒤로는 온갖 수로 부당이득취한 위선자의 말로일뿐 동정이 가지 않음,1
그대가 조국,가슴아픈슬픈이야기입니다,10
그대가 조국,가슴아픈슬픈이야기입니다,10
미스 슬로운,기막힌 반전...!,9
유체이탈자,어후.. 우리나라 사람들 인심이 참 후해..이런 영화가 평점 7점대라니 ㅡㅡ,2
굿 다이노,"알로가 나뭇가지로 가족을 표현했을때 스팟도 알아듣고 똑같이 가족표현했을때,스팟이 가족만났을때 알로가 보내주는 장면이 너무나 슬펐어요알로가 스팟을 만나서 역경을 헤쳐나가는 모습이 용감무쌍 성장드라마같이 감동적이였어요",10
범죄도시2,이번에도 찢었다. 미쳤다.,10
십계,"감독,출연진 다죽었어 ㅠ",10
범죄도시2,진짜 뻥뻥 터지면서 봤어요  이제 진짜 알았어요 제 취향은 코미디물 ,10
범죄도시2,찍으면서 많은노력이있을거란게 보여서 멋지고 답답한일상속에 상쾌통퀘한 액션에 스트레스도 풀렸습니다!,10
어부바,와우 우리 나라영화가 점점 망해가는  느낌 아  이건아닌데다시는  보고싶은  마음없네요너무 억지스러운  스토리  부족한  연기력 이건  그냥  대충 빨리  만들어서  이따구임  감독아 다시는 만들지마라,2
범죄도시2,진ㅉㅏ 개존잼 예고편도 안보고 기대도안하고 봤는데 1탄 이상으로 개꿀잼입니다 그냥 보세요,10
그대가 조국,최악의 쓰레기영화입니다,2
안녕하세요,투박하지만 너무나 착한 영화,7
범죄도시2,"시원한 전개와 재미, 스토리 전개, 액션 좋습니다 ",10
프로메테우스,인물들이 등장한 순간부터 아.. 혼돈 파괴 절망이 후반부에 겁나게 펼쳐지겠구나 삘이 오는 영화..ㅋㅋㅋㅋ,10
그대가 조국,이게 영화냐 이런것도 있나,1
범죄도시2,어딘가 빈약한 스토리와 전개 흐름..하지만 시원한 액션은 볼만 했어요! 기대 하나도 안 하고 보면 조금 괜찮을 정도입니다,2
스탈린그라드: 최후의 전투,독일군의 시각에서 볼만했어요 조금 지루함도 있었구요 ,8
범죄도시2,톰형의 미션 임파서블이 있다면 한국에는 마동석의 범죄도시가 있다. 나는 이 시리즈가 장수 했으면,8
범죄도시2,얘 가져갘ㅋㅋㅋ이거 진짜 천만도 넘게간다,10
그대가 조국,검찰개혁 방지를 의한 토끼 몰이의희생양… 방심하지 말고 모두 깨어 있으시길,10
범죄도시2,킬링타임 인정..그나저나 해외로케 없었다는게 참말?,8
그대가 조국,누구든 조국이 될 수 있겠죠. 검찰 언론 개혁 반드시 이루어야 합니다,10
더 플랫폼,진짜 엄청난 주제 선정임. 굵고 강력한 갈등은 시청자를 사색하게 만듦 ,10
글래디에이터,전쟁영화 좋아하는데 러셀크로우 상남자다 너무 멋있다 ,10
그대가 조국,범죄자 미화하는 쓰레기,1
범죄도시2,액션 범죄영화이긴 한데 거의 코미디 영화인듯 중간중간 터지는 장면도 있고 재미있었다,8
그대가 조국,이 시대 사람들 모두가 봐야할 영화입니다.,10
신비한 동물들과 덤블도어의 비밀,세계관은 여전히 아름답지만 여전히 시리즈에서 하고싶은 얘기를 모르겠다,6
범죄도시2,영화 저널리스트 평론가들은 10점을 언제 주는것인가....언제쯤 9점 10점을 줄것인가..  아니 줬던가...충분히 만족스럽게 보고도 6점을 주는것은 도돼체 점수의 기준이 무엇인가 싶다..,10
그대가 조국,대깨들 전용 영화ㅋㅋㅋ,1
범죄도시2,오랜만에 극장갔는데 감동적이네요 ,10
닥터 스트레인지: 대혼돈의 멀티버스,역대급 망작이라 생각함허접한 cg와 개연성 없는 스토리라인,2
"아치의 노래, 정태춘",슬픈영화라고 왜 말 안해줬어요? ,10
범죄도시2,그냥 봐라 ……..ㅋㅋㅋ,10
범죄도시2,넘 웃겨요 오랜만에 재밌는 영화봄 ㅎㅎ :) ,10
범죄도시2,너무 현실감 느껴져서 무서울 정도. 마형사님 넘 시원시원함,10
싱크홀,감상포인트가 없는데 뭘 또 추천하래ㅋㅋ;,1
레지던트 이블: 라쿤시티,이런걸 두고 전자 쓰레기라고 하는거임. IP 브랜드를 욕보이게 만드는 여러가지  중 가장 엿같은 쓰레기,1
그대가 조국,새로운사실을 많이 알게되었습니다.무죄입증사실이 이렇게 많은지몰랐어요.우리도 당하지말라는법이 없다고생각이들었어요. 그대가조국 그대는 우리였어요.보시면후회없을겁니다.조국화이팅! ,10
닥터 스트레인지: 대혼돈의 멀티버스,뭐 어쩌자는 거야 의도가 뭐야,3
센티넬,볼만 하구만&amp;#39;   거 6점은 너무한거 아니오,8
그대가 조국,우리 국민이면 누구나 봐야하고 꼭 봤으면 하는 다큐이다.,10
최선의 삶,대체왜 가출하는지 이유를알수가없음  저렇게어려우면 맞벌이해야지 개는또 어려운살림에왜키움,1
그대가 조국,빨리 감빵이나 들어가라 뻔뻔하게 구라치고댕기지말고,1
그대가 조국,대깨들 잔치집이네 ㅋㅋㅋㅋ 애쓴다,2
서울괴담,그냥 코미디라고 했으면 좋았을 듯. 셔누 좀 은은하게 웃긴 이미지가 있었는데 보는 내내 박장대소함ㅋ 아래 고딩 ucc 갬성이라는 댓글이 있는데 정확함. 그 갬성이 진짜 웃김.,6
그대가 조국,검찰정상화 꼭 이뤄서 사법부 언론까지 정상화 될 수 있기를 바래봅니다 ,10
그대가 조국,시간 나면이 아닌 시간 내서 꼭 보세요 ㅠ,10
범죄도시2,손석구 rising마동석 super cool ,10
그대가 조국,좀 허망하기도 하고… 속상하고… ,10
범죄도시2,재밌긴 한데 15세 이상이라기엔 너무 잔인함ㅜㅜ,8
그대가 조국,진실을 알기위해 모두가 보아야할 영화,10
특종: 량첸살인기,정말 스토리 의미 배우는 좋은데 정말 최악이였다,1
그대가 조국,정말 최악 중 최악 중 최악,1
그대가 조국,조국 전 장관님  가족분들과 지인들이   더 이상  상처받지 않기를 간절히 소망한다   ,10
그대가 조국,언론에 휘둘리다 자세한 내용을 알고 싶어 보았습니다. 왜 영화제목이 이건지 알겠네요. 정치와 관련없는 사람도 언제든 그렇게 될 수 있다는 공포감... 에 숨이 막혔습니다.,10
범죄도시2,역쉬 마동석님 최고여!손석구님 연기도 진짜 잘하시네요몰임갑있게 잘봤어요,10
닥터 스트레인지: 대혼돈의 멀티버스,정말 연기가 인상 깊었습니다. 영화 자체가 너무 즐거워서 시간가는줄 몰랐네요,9
그대가 조국,"2019년 여름부터 가을까지 일어난 일련의 사태를 잘 정리 해 주셨다고 생각합니다.빨간 아재님 유투브 통해 대부분은 아는 내용이었지만, 조국 장관님의 심정을 조금 더 알 수 있는 기회였습니다. 집 밖에 조국 장관님과 관련된 가족, 지인분들이 자유롭게 밖에 나오실 수 있게 되길 소망합니다. ",10
그대가 조국,이미 잘 알고있는 사간이지만 새삼 영화를 보며 분노와 슬픔을 참을수가 없네요. .  시간이 지나 반드시 오명을 씻고 조국전장관님 가족의 평온한 일상을 기도합니다,10
그대가 조국,이딴것도영화라고ㅋ 평점1도 아깝닼ㅋ좌빨미화하는건 아주 종특임,1
범죄도시2,시원시원하게 영화 봄 역시 마동석 형님....,10
범죄도시2,한국의 믿고보는 인기 시리즈물이 될 수 있다는 가능성을 보여준 2편,10
범죄도시2,아 씌 별로네하고봤더니 순식간에 마지막장면임.  시간 순삭 몰입감최고,10
그대가 조국,이 영화중 제일 압권은 조국 청문회중장재원의 악날한 모습입니다악인은 언젠가는 망합니다.,10
신비한 동물들과 덤블도어의 비밀,전반부는 지루하고 후반부는 급전개가 너무 심함 ,4
그대가 조국,검사는 피고인을 고를수 없다.,10
범죄도시2,너무 웃기고 재밌어요 1보다 못하겠지 생각했는데 전혀요 굿,10
그대가 조국,한참을 앉아있다 나왔어요 명품드라마 감동,10
다크 나이트,50 대 50 얼마나 아름다운 비율인가.,10
그대가 조국,"이 이슈를 쭉 따라왔던 터라 새로운 내용은 아니다. 연출자의 감정이나 주관은 거의 배제되어 있다. 조국이라는 인물에 대한 당신의 판단은 잠시 제쳐 두고, 그와 그의 가족이 겪고 있는 것은 어떤 시민도, 심지어 당신과 정치적으로 반대편에 있더라도 보편적으로 당하면 안 되는 일이라는 것을 담담하게 제시하고 있다. 당신의 정치성향이나 가치관, 그에 대한 생각과는 관계 없이, 권한다. 보고 나면 전과 같지 않을 것이다.",10
카메라를 멈추면 안 돼!,"연출, 구성, 웃음포인트 모두 기성품의 짜깁기. 이 영화를 참신하다고 표현하는 것은 &amp;#39;참신&amp;#39;이란 단어, 개념에 대한 모독이다. 그나마 설정 짜는 데 고생한 티는 난다. 저예산 어필이나 영화에 대한 애정, 무명 감독과 배우들의 인생스토리가 범작을 명작으로 만들어주진 않는다. 10~20분짜리 단편이나 콩트로 만드는게 제일 적절할지도",5
범죄도시2,오랫만에 영화관 갔는데 너무 재밌는 시간이었네요.마동석 최고네요 ,10
범죄도시2,오늘 봤는데 너무 재밌어요~~,10
닥터 스트레인지: 대혼돈의 멀티버스,그냥저냥 볼만함..,6
몬스터 싱어: 매직 인 파리,더빙이 너무 찰떡으로 잘되어서 보는 내내 입꼬리가 올라갔어요! Ost도 너무 좋구요^^! ,10
범죄도시2,너무 재밌게 봤네요연기자들의 연기도 정말좋았구요너무 재미있었습니다 빵빵터지더라구요손석구 배우님 연기 진짜 좋았습니다,10
헬로우 고스트,진짜 재밌게 봤습니다 10자,10
범죄도시2,개인적으로 영화가 시원한 느낌,10
범죄도시2,쩔었다장첸을 어떻게 대체하려나 했는데.손석구 배우님. 지렸어요.,10
범죄도시2,8/10 볼만함 마동석이 다 두들겨 팸,8
범죄도시2,8/10 볼만함 마동석이 다 두들겨 팸,8
그대가 조국,소름끼쳐서 닭살이 돋았어요..,10
범죄도시2,"존잼띠,,,유쾌상쾌통쾌,,, 손석구연기지리고 마동석 액션 쩔고 소리 너무 통쾌함, ,,두번봐도 재밌을듯",10
범죄도시2,정말 자밌게 봤어요 손석구 배우의 연기에 감탄합니다,10
범죄도시2,개존잼임니다 꼭보세요,10
범죄도시2,한국영화에서 속편이 계속 나오길 기대하게될줄이야,10
그대가 조국,진실은 밝혀진다.밝혀야 한다. 힘내세요~,10
그대가 조국,보는 내내 소시민으로서의 무력감에 가슴이 답답했습니다. 우리가 정말 무소불위의 권력인 검찰을 개혁할 수 있었던 절호의 찬스를 날려버린건 아닌지..조국 전 장관님이 반드시 잘 되었으면 좋겠습니다!!,10
그대가 조국,법도 법집행자도 모든이에게 정의롭지 않고 그걸 이용해먹는 세력들을 보호하고 그들만의 세상을 위해 존재한다. 이나라의 미래와 후세에는 모든이들에게 정의로운 세상이 될수있을까 현실은 깜깜한 터널속에 있지만 그래도 희망은 있다,10
범죄도시2,잔인한 장면도 있긴 했지만 액션신이 통쾌했다,10
범죄도시2,쟤 왜 저렇게 세...하다가도 마블리 강펀치 한방이면 다 나가떨어지는게 굳 빌런한테 애매하게 이기는거 싫어하는데 마블리는 누구랑 붙든 힘 차이가 느껴져서 좋아요 무서우면서 웃기기 쉽지 않은데 또 한번 해냈네요 장이수는 다음편에도 함께했으면!! 연기 너무 좋아요  ,10
조커,아서 플렉에 더욱 녹아들었기에 내 자신 스스스로를 의심했다. 사회와 법률이 만든 규범 속 나냐. 무엇에 얽매이지 않는 나냐. ,10
범죄도시2,보통 2는 실망시키기 마련인데 끝날때까지 너무 재밌게 봤어요~ 곳곳에 유머러스함이란ㅋㅋ  또 볼거에요 ㅋㅋ 굿굿 3탄 기대해봅니다 ㅋㅋㅋ,10
그대가 조국,진보 보수를 떠나 대한민국 국민이라면 반드시 봐야 할  영화입니다,10
범죄도시2,믿고보는 마동석!어제 남친이랑 보고 왔는데 중간중간재밌는 웃음 포인트가 많아서 극장에서사람들 많이 웃더라구용 너무 재밌고스릴있게 잘 봤습니다♡,10
플란다스의 개,시대가 흘러 인간 위에 개가 있다는 개빠들의 목소리를 개박살 낼 수 있는 영화.,8
그대가 조국,진실을 알고싶으면 꼭 보길바랍니다. 영화 끝나고나면 분노와 분개로 인하여 자동으로 눈물이 나오는..,10
범죄도시2,타격감과 긴장감 연출이 좋았음 스토리도 흥미롭고 재미있어서 만족함,10
범죄도시2,솔직히 재미없음 1탄 연출이 여러모로 레전드긴 하다,4
범죄도시2,넘 재밌어요…모두들 보세요..,10
그대가 조국,조군 팬 클럽 영화 내로남불 영웅신화 반성좀 해요,2
그대가 조국,윤땡땡 탄핵이 시급합니다,10
범죄도시2,형만한 아우도 있답니다~~^^우리 마블리 격하게 아껴용♥,10
그대가 조국,"&amp;#39;내 일이 네 일이고, 네 일이 내 일이다&amp;#39;라는 교훈을 준 영화였습니다.",10
크루엘라,&amp;#39;엠마 스톤이 이정도로 연기를 잘했었나?&amp;#39;를 느끼게 해줬다..,10
백두산,"초반 도시파괴 장면만 빼고, 중반 이후부터는 영 봐주기 어려운 꼴값",3
플레이그라운드,노라의 시선 노라의 호흡을 따라가며 무력감도 느꼈지만 생각할 거리와 여운을 많이 남긴 영화~,10
매드맥스: 분노의 도로,인생 최고의영화...,10
범죄도시2,믿고보는 마동석..!!  재밌어요!,10
범죄도시2,믿고보는 마동석..!!  재밌어요!,10
범죄도시2,믿고보는 마동석..!!  재밌어요!,10
자산어보,기대없이 봤는데 최고.,10
범죄도시2,개쩔어 나 하얼빈 장체닝야!!,10
골든슬럼버,어우~ 한효주 나온다 하마터면 볼뻔했다,2
그대가 조국,다른말은 할 필요없고 진짜 잘 만들었다. 다큐가 이렇게 재미있을 줄이야.. ㅋㅋ,10
플레이그라운드,세상의 편견과 어른의 세계를 학교라는 공간과 어린 이의 시선으로 바라보는 영화입니다. 특히 마지막 장면이 많은 것을 생각하게 해 주네요.,9
"파리, 13구",좋았어요 여성 캐릭터들이,10
그대가 조국,좌파들의 특징인 선전선동과 끼워맞추기 식의 형편없는 프로파간다,2
그대가 조국,많은 사람들이 봐야할 현실이다미안합니다  좀더 버텨주세요...,10
그대가 조국,1점도 아까운 영화(?),1
그대가 조국,1점도 아까운 쓰레기 조선 정치의 부끄러운 민낯,1
범죄도시2,현충일에 1천만 찍을듯...,10
피는 물보다 진하다,100점 짜리 영화입니다,10
그대가 조국,한 가정이 총알받이가 된 것이 마음 아픕니다.,10
펀치 레이디,밑에같은 남자 특: 여자 뚜드려맞는 영화에선 절대 저런말 안함 한국영화 첫장면 거의무슨 공식처럼 여자시체로 시작하는데 이거에대해선 아무말도 안함,10
너와 파도를 탈 수 있다면,"애니메이션의 영상들이 스케치가 부드러웠어요.스토리도 어찌보면 흔히들 말하는 해피 엔딩은 아니라고 생각할 수 있지만, 좋았어요 ",10
그대가 조국,조국 전장관을 수사했던 그 특수부 검사들이 화려하게 복귀했다. 법무부장관부터 검찰의 핵심요직을모두 차지했다.. 무섭다 ,10
닥터 스트레인지: 대혼돈의 멀티버스,난 보면서 지렸다 생각함,10
범죄도시2,잔인한거 잘못보는데 적당히 잔인하고 마동석 시원시원하니 오늘같이 더운날 재밌게잘봤습니다ㅋㅋ중간중간에 빵빵터지는 웃긴장면도 많아서 좋았어요!,10
더 기버: 기억전달자,책을 보고 궁금해서 봤는데 너무 아쉽네요. 책을 보았을때만큼의 큰 느낌은 받지 못한것같아서 너무아쉽다고 느껴지지만 그래도 꽤 괜찮은것같아요. 근데 책을 안보고 보기엔 좀 지루할수도 있겠다는 생각도 들기도 하고요,7
피는 물보다 진하다,각본 누가썼냐 엔딩개쩌네 ,1
그대가 조국,기대했는데 별로입니다.,1
그대가 조국,마누라가 대법원 판결로 깜방가있는데 ....그 남편도 현재 피의자이면서참 영웅화 쩐다,1
그대가 조국,이딴거왜만드냐?ㅋㅋㅋ,2
범죄도시2,손석구배우님 작품 많이 찍었음 좋겠네요 최곱니다,10
범죄도시2,멋있습니다 엄청나요!!!!,10
그대가 조국,"조국 12시간 기자회견때 무슨 일이 일어났는지, 재판에서 무슨 일이 일어났는지, 주변 증인들에게 무슨 일이 일어났는지 정말 몰랐습니다. 다큐가 조국장관님 편에 서서 하는 이야기가 아니어서 오히려 서운할 정도네요. 조국과 그 가족들이 범죄자라고 생각하는 많은 국민들도 꼭 보시길 바랍니다. ",10
범죄도시2,처음부터 끝까지 지루할 틈이 없었습니다,10
그대가 조국,영화를 보는 내내 한숨과 눈물이 번갈아 나오고...가슴이 답답하기도 먹먹하기도... 속수무책으로 물어뜯기는 누군가를 보는게 너무 힘들고 감정이입두되구...한마디로 뭐라 설명이 안되는 아픈마음만 가득했어요...사람이 사람한테 어떻게 그렇게 하지요? 이게 현실에서 일어난 일이라는게 거짓말같구 다 진짜 연기였으면 좋겠다 했습니다...관람후 엘베에서 다들 말없이 있는데 뒤에 아저씨가 &amp;#39;허~영화를 보고 다들 암말 못하게 만드는구먼&amp;#39; 하시는데 또 울컥했습니다 관람하자마자 후기를 쓰면 너무 험한소리 할거 같아서 3시간 지냈네요~저는 겁이 많아서 공포영화를 못보는데 이이야기는 제가 본 공포중에 최상이었습니다 이게 다 현실이라니까 말입니다 이걸어쩝니까 이제 정의롭거나 열심하거나 하기 무서운 세상인거잖아요..이러고 아픈맘을 밤새도 말할수 있을것 같습니다 힘내시라고도 할수없게 그렇게 온전히 망가짐에도 딸아이와 하는 아빠의 통화에 정말 돌아버리겠더라고요 최고의 영화이고 최악의 빌런들이었네요...다들 꼭 보셔야해요 진짜입니다!!!! ,10
범죄도시2,개윳기네 ㅋㅋㅋ 재밌게 잘봄,10
그대가 조국,바르게 살기 힘들다보고 평가바람,10
범죄도시2,이 영화는 코믹 그 자체입니다 마음놓고 크게 웃고싶으면 꼭 보세요,8
그대가 조국,답답하고 화가나네요..,10
범죄도시2,범죄자 개패는 액션이 진짜 재밌다. 3나오면 무조건 봄 아쉬운 점은 범죄자 더 패고 찢어줬으면 좋겠음 치아 전부 날려버리고 팔다리 다 분질러줬으면 제발,10
안녕하세요,감동적이에요 특히 희수가 연기를 잘하네요 ,10
범죄도시2,잘 만들었고 연기도 좋고 이 정도면 3편도 기대됨,10
모비우스,평점 왜 낮지? 잼있어요,10
안녕하세요,너무애쓰지마 이대사가 기억에남네요,10
그대가 조국,검찰의 6대 범죄 수사가 먼줄도 모르나봐 ㅋㅋㅋㅋ 수사해서 범죄가 나오면 당연히 가야디 검찰이 수사권가지는 공직자에 대한건 사회 다수가 영향을 미치니까 하는거지 그걸 거지고 지명해서 수사했데.... 수준하고는 그거말고 조카 투자 사기 사건도 그렇고 경제 사범이니ㅠ수사를 하지,2
닥터 스트레인지: 대혼돈의 멀티버스,유치해 죽는 줄 알았음. 정신만 사납고 진부한 스토리임.,2
범죄도시2,진짜 꿀잼입니다 꼭 보세여,10
유체이탈자,내돈주고 볼 영화는 아닌듯,2
그대가 조국,잘못저지르고 쉴드치는영화 만드는게 정상인가요,1
범죄도시2,마동석 형님 짱 너무 볼만한 영화!,10
문폴,억지감동이 있긴하나 킬링타임용으로 좋음 소재도 신선하고 cg도 봐줄만함 ,10
그대가 조국,"알콜 중독 윤석열,  학력위조  콜걸 김건희, 사기꾼 최은순 에 비하면 티끌 한점 없는  조국 장관 일가가 겪는 고통은 예수님의 순교에 버금간다. 조만간 일어날 조국의 부활은 윤가 일당과 패거리들의 지옥행이다.  사기꾼,조작 꾼, 양아치, 살인자의 총합인  검찰의 무소불이도 곧 종말을고하리니...영화를 보는 내내 착잡한 심경이었으나 고통에도 끗꿋하게 혼밥에도 위엄과 기상이 반듯한 조국님의 모습에서 밝은 미래를 발견합니다. 우리가 조국이며 조국이 우리입니다.  ",10
범죄도시2,빌런들이 너무약하다 ㅠ,6
닥터 스트레인지: 대혼돈의 멀티버스,너무 재미있어요.꼭 보세요.,10
범죄도시2,동석이형 떄릴때만 효과음이 엄청남.. 1편만큼 잼씀,9
닥터 스트레인지: 대혼돈의 멀티버스,기대보다 별로,5
범죄도시2,시간 순삭!  장희수 붕어 아저씨 팬 될꺼에요~ㅋ,10
범죄도시2,마동석 히어로 만들기 대작전나는 이 작전에 찬성,10
